start_date,end_date,department,contract,class,employee_id,fisrt_name,last_name,date_of_birth,phone,email,education_level,adress_street,adress_city,adress_postcode,CANTON
2022-06-28,2023-06-27,Ventes,CDI,3,EC-758zo8053,Florian,Brandt,1991-07-23,037 582 47 58,f.brandt@hotmail.fr,Bachelor,Hubel 95a,Plasselb,1737,FR
2020-01-01,2020-06-30,Ressources humaines,externe,1,EC-010gE7021,Georges,Carraux,1969-01-24,076 991 49 94,georges.carraux@bluewin.ch,Master,Gotthardstrasse 80,Erstfeld,6472,UR
2020-01-01,2020-12-31,Informatique,CDD,3,EC-653Yp430,Sandrine,Gillièron,1982-06-23,049 592 32 81,s.gillieron592@yahoo.fr,Doctorate,Sentier des Planètes 27,Blonay,1807,VD
2020-01-01,2020-06-30,Relations client,externe,1,EC-278fL6807,Nicolas,Besse,1991-07-09,+41 34 674 02 59,nicolas_besse@hotmail.fr,Bachelor,Bruwald 6.1,Grosswangen,6022,LU
2020-01-01,2020-03-31,Relations client,stage,1,EC-753jk7083,José,Théraulaz,1961-08-15,+41 (0)33 047 02 62,j.theraulaz446@hotmail.fr,Secondary,Langfurenstrasse 18.1,Stallikon,8143,ZH
2020-01-01,2020-03-31,Ventes,stage,1,EC-349xV8910,Claudine,Deladoëy,1987-10-14,+41 (0)78 097 84 65,c.deladoey@hispeed.ch,Bachelor,Avenue du Parc-de-la-Rouvraie 16,Lausanne,1018,VD
2020-01-01,2020-12-31,Informatique,CDI,1,EC-392Yv534,Odette,Corboz,2000-05-05,+41 (0)68 461 76 71,odette_corboz123@yahoo.fr,Doctorate,Route de La-Plaine 91,La Plaine,1283,GE
2020-01-01,2020-12-31,Ventes,CDI,2,EC-581rt1262,Manon,Corpataux,1965-01-05,+41 (0)34 841 32 65,mcorpataux479@bluewin.ch,Doctorate,Chogelhuetstrasse 37,Müselbach,9602,SG
2020-01-01,2020-12-31,Infrastructure,CDD,1,EC-397cm529,Josiane,Cossy,1966-11-22,058 186 41 37,josiane_cossy@hispeed.ch,Master,Winterthurerstrasse 19a,Bassersdorf,8303,ZH
2020-01-01,2020-12-31,Direction,CDI,5,EC-722eh8257,Nathan,Carraud,1980-11-07,+41 87 015 11 20,nathan_carraud@yahoo.fr,Bachelor,Hüslibachweg 1,Wängi,9545,TG
2020-01-01,2020-12-31,Ventes,CDI,2,EC-005RQ3036,Jean,Rosselet,1995-10-02,+41 76 638 43 49,j_rosselet564@gmail.com,Bachelor,Vordermülistrasse 1,Goldingen,8638,SG
2020-12-31,2021-12-30,Ventes,CDI,2,EC-005RQ3036,Jean,Rosselet,1995-10-02,+41 76 638 43 49,j_rosselet564@gmail.com,Bachelor,Vordermülistrasse 1,Goldingen,8638,SG
2020-01-01,2020-03-31,Informatique,stage,1,EC-815xu3992,Bernard,Carraux,2004-02-28,021 230 50 71,bcarraux@vtxnet.ch,Master,Via Grappoli 1,Sessa,6997,TI
2020-01-01,2020-12-31,Ressources humaines,CDD,2,EC-255Vj8153,Lucie,Deshusses,1993-01-07,029 063 99 20,l.deshusses535@gmail.com,Master,Ulmenweg 5,Düdingen,3186,FR
2020-01-01,2020-12-31,Relations client,CDI,1,EC-323DA590,André,Vermeil,1989-07-31,+41 (0)63 945 39 60,andre.vermeil@gmail.com,Master,Rue du Mont-Terri 27,Porrentruy,2900,JU
2020-12-31,2021-12-30,Relations client,CDI,1,EC-323DA590,André,Vermeil,1989-07-31,+41 (0)63 945 39 60,andre.vermeil@gmail.com,Master,Rue du Mont-Terri 27,Porrentruy,2900,JU
2020-01-01,2020-12-31,Ventes,CDI,4,EC-701lf2714,Eric,Chenaux,1980-05-06,+41 45 650 99 88,echenaux870@hispeed.ch,Bachelor,Dählenstrasse 43,Grenchen,2540,SO
2020-12-31,2021-12-30,Ventes,CDI,4,EC-701lf2714,Eric,Chenaux,1980-05-06,+41 45 650 99 88,echenaux870@hispeed.ch,Bachelor,Dählenstrasse 43,Grenchen,2540,SO
2020-01-01,2020-12-31,Ventes,CDI,4,EC-048fR9034,Valérie,Montandon,1998-12-23,+41 78 906 43 68,valerie.montandon633@yahoo.fr,Master,Reinertstrasse 21,Oberdorf SO,4515,SO
2020-12-31,2021-12-30,Ventes,CDI,4,EC-048fR9034,Valérie,Montandon,1998-12-23,+41 78 906 43 68,valerie.montandon633@yahoo.fr,Master,Reinertstrasse 21,Oberdorf SO,4515,SO
2020-01-01,2020-12-31,Informatique,CDD,4,EC-358Cu2259,Danielle,Francillon,1989-10-23,+41 (0)35 427 51 07,danielle.francillon284@vtxnet.ch,Secondary,Carmenstrasse 31,Zürich,8032,ZH
2020-01-01,2020-03-31,Relations client,stage,1,EC-359bG278,Marcelle,Romanens,1959-08-23,+41 (0)78 040 39 28,marcelleromanens545@bluewin.ch,Master,Blattenstrasse 1f,Altstätten SG,9450,SG
2020-01-01,2020-12-31,Ventes,CDI,2,EC-767RJ2752,Fabienne,Isella,1988-07-24,+41 (0)55 721 02 27,fabienne_isella@gmail.com,Bachelor,Purasca Inferiore 107,Purasca,6989,TI
2020-12-31,2021-12-30,Ventes,CDI,3,EC-767RJ2752,Fabienne,Isella,1988-07-24,+41 (0)55 721 02 27,fabienne_isella@gmail.com,Bachelor,Purasca Inferiore 107,Purasca,6989,TI
2021-12-30,2022-12-29,Ventes,CDI,3,EC-767RJ2752,Fabienne,Isella,1988-07-24,+41 (0)55 721 02 27,fabienne_isella@gmail.com,Bachelor,Purasca Inferiore 107,Purasca,6989,TI
2020-01-01,2020-03-31,Relations client,stage,1,EC-298jH2032,Stéphane,Rossellat,1976-03-26,+41 38 436 98 44,stephanerossellat18@romandie.com,Bachelor,Industrie Bännli 2a,Wolfwil,4628,SO
2020-01-01,2020-12-31,Ventes,CDI,4,EC-970MC2306,Noah,Besançon,1973-07-18,030 896 85 41,noah.besancon594@vtxnet.ch,Secondary,Rössliweg 23,Rothrist,4852,AG
2020-12-31,2021-12-30,Ventes,CDI,4,EC-970MC2306,Noah,Besançon,1973-07-18,030 896 85 41,noah.besancon594@vtxnet.ch,Secondary,Rössliweg 23,Rothrist,4852,AG
2020-01-01,2020-12-31,Ventes,CDI,3,EC-363Ao1857,Nolan,Bugnon,1992-05-11,+41 (0)37 944 00 83,n_bugnon@vtxnet.ch,Secondary,Zelglistrasse 5b,Binz,8122,ZH
2020-01-01,2020-12-31,Ventes,CDI,4,EC-649kv5437,Maria,Privet,2001-02-18,+41 (0)69 779 09 78,mariaprivet839@yahoo.fr,Bachelor,Chemin d'Efferjus 10,Grancy,1117,VD
2020-12-31,2021-12-30,Ventes,CDI,4,EC-649kv5437,Maria,Privet,2001-02-18,+41 (0)69 779 09 78,mariaprivet839@yahoo.fr,Bachelor,Chemin d'Efferjus 10,Grancy,1117,VD
2020-01-01,2020-12-31,Relations client,CDI,1,EC-708Ov9844,Yvonne,Badan,1977-07-20,+41 46 850 45 24,yvonne_badan489@vtxnet.ch,Master,Pfarrhausweg 6d,Thun,3604,BE
2020-12-31,2021-12-30,Relations client,CDI,1,EC-708Ov9844,Yvonne,Badan,1977-07-20,+41 46 850 45 24,yvonne_badan489@vtxnet.ch,Master,Pfarrhausweg 6d,Thun,3604,BE
2020-01-01,2020-12-31,Informatique,CDI,3,EC-444cc952,Sébastien,Francillon,1971-02-15,063 880 84 38,sebastien_francillon@vtxnet.ch,Doctorate,Route d'Anzère 304,Arbaz,1974,VS
2020-01-01,2020-03-31,Relations client,stage,1,EC-955Gk3416,Alicia,Pachoud,2001-09-29,+41 31 719 45 52,a.pachoud@hispeed.ch,Master,Rière le Moulin 3,Mervelier,2827,JU
2020-01-01,2020-12-31,Infrastructure,CDI,1,EC-378GQ8572,Mathilde,Godet,1995-08-28,076 860 01 35,m_godet@gmail.com,Master,Alemannenweg 270.4,Villigen,5234,AG
2020-12-31,2021-12-30,Infrastructure,CDI,1,EC-378GQ8572,Mathilde,Godet,1995-08-28,076 860 01 35,m_godet@gmail.com,Master,Alemannenweg 270.4,Villigen,5234,AG
2020-01-01,2020-12-31,Ressources humaines,CDI,1,EC-267vJ276,José,Chaudet,1971-05-27,+41 (0)60 018 68 99,j_chaudet@bluewin.ch,Secondary,Dorfgasse 68,Niederdorf,4435,BL
2020-01-01,2020-12-31,Ventes,CDD,4,EC-706Oa38,Jacques,Rappaz,1974-05-26,+41 (0)92 138 17 81,j_rappaz644@hotmail.fr,Master,Pafenten 36,Därstetten,3763,BE
2020-01-01,2020-12-31,Infrastructure,CDD,2,EC-346Pu8644,Denise,Piccand,1987-10-21,+41 95 001 78 02,d_piccand432@romandie.com,Master,Chrämerweg 11,Glashütten,4856,AG
2020-12-31,2021-12-30,Infrastructure,CDI,3,EC-346Pu8644,Denise,Piccand,1987-10-21,+41 95 001 78 02,d_piccand432@romandie.com,Master,Chrämerweg 11,Glashütten,4856,AG
2020-01-01,2020-12-31,Relations client,CDI,1,EC-820nL4750,Zoé,Bernasconi,1964-07-01,+41 (0)51 365 81 65,zoe.bernasconi@hotmail.fr,Secondary,Jägerweg 20,Adelboden,3715,BE
2020-12-31,2021-12-30,Relations client,CDI,1,EC-820nL4750,Zoé,Bernasconi,1964-07-01,+41 (0)51 365 81 65,zoe.bernasconi@hotmail.fr,Secondary,Jägerweg 20,Adelboden,3715,BE
2020-01-01,2020-06-30,Ventes,externe,1,EC-199Ac7448,Nolan,Robert,1973-02-23,076 523 90 91,nolan.robert@gmail.com,Bachelor,Wäldliweg 21,Jona,8645,SG
2020-01-01,2020-03-31,Ventes,stage,1,EC-882LA3166,Elodie,Mayor,1979-09-16,+41 52 722 39 91,e.mayor@hotmail.fr,Doctorate,Dorfmattweg 11b,Münsingen,3110,BE
2020-01-01,2020-12-31,Direction,CDI,5,EC-576df3975,Jean-Claude,Aeby,1979-01-10,036 063 87 36,j_aeby@hispeed.ch,Doctorate,Florastrasse 21,Solothurn,4500,SO
2020-01-01,2020-12-31,Relations client,CDI,3,EC-915rh1539,Florian,Jacot-Descombes,1975-03-25,+41 (0)60 362 16 32,f.jacot-descombes@hispeed.ch,Bachelor,Eichacker 349.1,Full-Reuenthal,5324,AG
2020-12-31,2021-12-30,Relations client,CDI,3,EC-915rh1539,Florian,Jacot-Descombes,1975-03-25,+41 (0)60 362 16 32,f.jacot-descombes@hispeed.ch,Bachelor,Eichacker 349.1,Full-Reuenthal,5324,AG
2021-12-30,2022-12-29,Relations client,CDI,4,EC-915rh1539,Florian,Jacot-Descombes,1975-03-25,+41 (0)60 362 16 32,f.jacot-descombes@hispeed.ch,Bachelor,Eichacker 349.1,Full-Reuenthal,5324,AG
2022-12-29,2023-12-28,Relations client,CDI,4,EC-915rh1539,Florian,Jacot-Descombes,1975-03-25,+41 (0)60 362 16 32,f.jacot-descombes@hispeed.ch,Bachelor,Eichacker 349.1,Full-Reuenthal,5324,AG
2020-01-01,2020-12-31,Relations client,CDI,2,EC-686yZ2341,Frédéric,Béguelin,1987-03-23,+41 (0)42 476 73 17,frederic.beguelin@hispeed.ch,Master,Chemin des Roses 10,Renens VD,1020,VD
2020-12-31,2021-12-30,Relations client,CDI,3,EC-686yZ2341,Frédéric,Béguelin,1987-03-23,+41 (0)42 476 73 17,frederic.beguelin@hispeed.ch,Master,Chemin des Roses 10,Renens VD,1020,VD
2020-01-01,2020-12-31,Direction,CDI,5,EC-739kh552,Clara,Aebi,1995-09-10,+41 (0)74 625 43 38,c_aebi71@hotmail.fr,Master,Unterhäslerstrasse 6,Winterberg ZH,8312,ZH
2020-01-01,2020-12-31,Relations client,CDI,4,EC-972Gu912,Noah,Duroux,1975-12-17,+41 (0)62 030 19 60,noah_duroux543@hispeed.ch,Master,Route de Sommentier 49,Vuisternens-devant-Romont,1687,FR
2020-12-31,2021-12-30,Relations client,CDI,4,EC-972Gu912,Noah,Duroux,1975-12-17,+41 (0)62 030 19 60,noah_duroux543@hispeed.ch,Master,Route de Sommentier 49,Vuisternens-devant-Romont,1687,FR
2020-01-01,2020-12-31,Ressources humaines,CDD,1,EC-509jE1207,Roland,Blanc,1968-09-21,+41 82 978 12 92,r.blanc692@romandie.com,Master,Chemin des Morettes 5,Le Mont-sur-Lausanne,1052,VD
2020-01-01,2020-12-31,Relations client,CDI,1,EC-953Dq1718,Nolan,Cosendey,1972-04-26,+41 71 535 64 46,nolan.cosendey@vtxnet.ch,Secondary,Route du Vallon 64,Chêne-Bougeries,1224,GE
